country,date,confirmed,deaths,recovered
Andorra,2020-03-26,224,3,1
Andorra,2020-03-27,267,3,1
Andorra,2020-03-28,308,3,1
Angola,2020-01-22,0,0,0
Angola,2020-01-23,0,0,0
Angola,2020-01-24,0,0,0
Angola,2020-01-25,0,0,0
Angola,2020-01-26,0,0,0
Angola,2020-01-27,0,0,0
Angola,2020-01-28,0,0,0
Angola,2020-01-29,0,0,0
Angola,2020-01-30,0,0,0
Angola,2020-01-31,0,0,0
Angola,2020-02-01,0,0,0
Angola,2020-02-02,0,0,0
Angola,2020-02-03,0,0,0
Angola,2020-02-04,0,0,0
Angola,2020-02-05,0,0,0
Angola,2020-02-06,0,0,0
Angola,2020-02-07,0,0,0
Angola,2020-02-08,0,0,0
Angola,2020-02-09,0,0,0
Angola,2020-02-10,0,0,0
Angola,2020-02-11,0,0,0
Angola,2020-02-12,0,0,0
Angola,2020-02-13,0,0,0
Angola,2020-02-14,0,0,0
Angola,2020-02-15,0,0,0
Angola,2020-02-16,0,0,0
Angola,2020-02-17,0,0,0
Angola,2020-02-18,0,0,0
Angola,2020-02-19,0,0,0
Angola,2020-02-20,0,0,0
Angola,2020-02-21,0,0,0
Angola,2020-02-22,0,0,0
Angola,2020-02-23,0,0,0
Angola,2020-02-24,0,0,0
Angola,2020-02-25,0,0,0
Angola,2020-02-26,0,0,0
Angola,2020-02-27,0,0,0
Angola,2020-02-28,0,0,0
Angola,2020-02-29,0,0,0
Angola,2020-03-01,0,0,0
Angola,2020-03-02,0,0,0
Angola,2020-03-03,0,0,0
Angola,2020-03-04,0,0,0
Angola,2020-03-05,0,0,0
Angola,2020-03-06,0,0,0
Angola,2020-03-07,0,0,0
Angola,2020-03-08,0,0,0
Angola,2020-03-09,0,0,0
Angola,2020-03-10,0,0,0
Angola,2020-03-11,0,0,0
Angola,2020-03-12,0,0,0
Angola,2020-03-13,0,0,0
Angola,2020-03-14,0,0,0
Angola,2020-03-15,0,0,0
Angola,2020-03-16,0,0,0
Angola,2020-03-17,0,0,0
Angola,2020-03-18,0,0,0
Angola,2020-03-19,0,0,0
Angola,2020-03-20,1,0,0
Angola,2020-03-21,2,0,0
Angola,2020-03-22,2,0,0
Angola,2020-03-23,3,0,0
Angola,2020-03-24,3,0,0
Angola,2020-03-25,3,0,0
Angola,2020-03-26,4,0,0
Angola,2020-03-27,4,0,0
Angola,2020-03-28,5,0,0
Antigua and Barbuda,2020-01-22,0,0,0
Antigua and Barbuda,2020-01-23,0,0,0
Antigua and Barbuda,2020-01-24,0,0,0
Antigua and Barbuda,2020-01-25,0,0,0
Antigua and Barbuda,2020-01-26,0,0,0
Antigua and Barbuda,2020-01-27,0,0,0
Antigua and Barbuda,2020-01-28,0,0,0
Antigua and Barbuda,2020-01-29,0,0,0
Antigua and Barbuda,2020-01-30,0,0,0
Antigua and Barbuda,2020-01-31,0,0,0
Antigua and Barbuda,2020-02-01,0,0,0
Antigua and Barbuda,2020-02-02,0,0,0
Antigua and Barbuda,2020-02-03,0,0,0
Antigua and Barbuda,2020-02-04,0,0,0
Antigua and Barbuda,2020-02-05,0,0,0
Antigua and Barbuda,2020-02-06,0,0,0
Antigua and Barbuda,2020-02-07,0,0,0
Antigua and Barbuda,2020-02-08,0,0,0
Antigua and Barbuda,2020-02-09,0,0,0
Antigua and Barbuda,2020-02-10,0,0,0
Antigua and Barbuda,2020-02-11,0,0,0
Antigua and Barbuda,2020-02-12,0,0,0
Antigua and Barbuda,2020-02-13,0,0,0
Antigua and Barbuda,2020-02-14,0,0,0
Antigua and Barbuda,2020-02-15,0,0,0
Antigua and Barbuda,2020-02-16,0,0,0
Antigua and Barbuda,2020-02-17,0,0,0
Antigua and Barbuda,2020-02-18,0,0,0
Antigua and Barbuda,2020-02-19,0,0,0
Antigua and Barbuda,2020-02-20,0,0,0
Antigua and Barbuda,2020-02-21,0,0,0
Antigua and Barbuda,2020-02-22,0,0,0
Antigua and Barbuda,2020-02-23,0,0,0
Antigua and Barbuda,2020-02-24,0,0,0
Antigua and Barbuda,2020-02-25,0,0,0
Antigua and Barbuda,2020-02-26,0,0,0
Antigua and Barbuda,2020-02-27,0,0,0
Antigua and Barbuda,2020-02-28,0,0,0
Antigua and Barbuda,2020-02-29,0,0,0
Antigua and Barbuda,2020-03-01,0,0,0
Antigua and Barbuda,2020-03-02,0,0,0
Antigua and Barbuda,2020-03-03,0,0,0
Antigua and Barbuda,2020-03-04,0,0,0
Antigua and Barbuda,2020-03-05,0,0,0
Antigua and Barbuda,2020-03-06,0,0,0
Antigua and Barbuda,2020-03-07,0,0,0
Antigua and Barbuda,2020-03-08,0,0,0
Antigua and Barbuda,2020-03-09,0,0,0
Antigua and Barbuda,2020-03-10,0,0,0
Antigua and Barbuda,2020-03-11,0,0,0
Antigua and Barbuda,2020-03-12,0,0,0
Antigua and Barbuda,2020-03-13,1,0,0
Antigua and Barbuda,2020-03-14,1,0,0
Antigua and Barbuda,2020-03-15,1,0,0
Antigua and Barbuda,2020-03-16,1,0,0
Antigua and Barbuda,2020-03-17,1,0,0
Antigua and Barbuda,2020-03-18,1,0,0
Antigua and Barbuda,2020-03-19,1,0,0
Antigua and Barbuda,2020-03-20,1,0,0
Antigua and Barbuda,2020-03-21,1,0,0
Antigua and Barbuda,2020-03-22,1,0,0
Antigua and Barbuda,2020-03-23,3,0,0
Antigua and Barbuda,2020-03-24,3,0,0
Antigua and Barbuda,2020-03-25,3,0,0
Antigua and Barbuda,2020-03-26,7,0,0
Antigua and Barbuda,2020-03-27,7,0,0
Antigua and Barbuda,2020-03-28,7,0,0
Argentina,2020-01-22,0,0,0
Argentina,2020-01-23,0,0,0
Argentina,2020-01-24,0,0,0
Argentina,2020-01-25,0,0,0
Argentina,2020-01-26,0,0,0
Argentina,2020-01-27,0,0,0
Argentina,2020-01-28,0,0,0
Argentina,2020-01-29,0,0,0
Argentina,2020-01-30,0,0,0
Argentina,2020-01-31,0,0,0
Argentina,2020-02-01,0,0,0
Argentina,2020-02-02,0,0,0
Argentina,2020-02-03,0,0,0
Argentina,2020-02-04,0,0,0
Argentina,2020-02-05,0,0,0
Argentina,2020-02-06,0,0,0
Argentina,2020-02-07,0,0,0
Argentina,2020-02-08,0,0,0
Argentina,2020-02-09,0,0,0
Argentina,2020-02-10,0,0,0
Argentina,2020-02-11,0,0,0
Argentina,2020-02-12,0,0,0
Argentina,2020-02-13,0,0,0
Argentina,2020-02-14,0,0,0
Argentina,2020-02-15,0,0,0
Argentina,2020-02-16,0,0,0
Argentina,2020-02-17,0,0,0
Argentina,2020-02-18,0,0,0
Argentina,2020-02-19,0,0,0
Argentina,2020-02-20,0,0,0
Argentina,2020-02-21,0,0,0
Argentina,2020-02-22,0,0,0
Argentina,2020-02-23,0,0,0
Argentina,2020-02-24,0,0,0
Argentina,2020-02-25,0,0,0
Argentina,2020-02-26,0,0,0
Argentina,2020-02-27,0,0,0
Argentina,2020-02-28,0,0,0
Argentina,2020-02-29,0,0,0
Argentina,2020-03-01,0,0,0
Argentina,2020-03-02,0,0,0
Argentina,2020-03-03,1,0,0
Argentina,2020-03-04,1,0,0
Argentina,2020-03-05,1,0,0
Argentina,2020-03-06,2,0,0
Argentina,2020-03-07,8,0,0
Argentina,2020-03-08,12,1,0
Argentina,2020-03-09,12,1,0
Argentina,2020-03-10,17,1,0
Argentina,2020-03-11,19,1,0
Argentina,2020-03-12,19,1,0
Argentina,2020-03-13,31,2,0
Argentina,2020-03-14,34,2,1
Argentina,2020-03-15,45,2,1
Argentina,2020-03-16,56,2,1
Argentina,2020-03-17,68,2,3
Argentina,2020-03-18,79,2,3
Argentina,2020-03-19,97,3,3
Argentina,2020-03-20,128,3,3
Argentina,2020-03-21,158,4,3
Argentina,2020-03-22,266,4,3
Argentina,2020-03-23,301,4,3
Argentina,2020-03-24,387,6,52
Argentina,2020-03-25,387,8,52
Argentina,2020-03-26,502,9,63
Argentina,2020-03-27,589,13,72
Argentina,2020-03-28,690,18,72
Armenia,2020-01-22,0,0,0
Armenia,2020-01-23,0,0,0
Armenia,2020-01-24,0,0,0
Armenia,2020-01-25,0,0,0
Armenia,2020-01-26,0,0,0
Armenia,2020-01-27,0,0,0
Armenia,2020-01-28,0,0,0
Armenia,2020-01-29,0,0,0
Armenia,2020-01-30,0,0,0
Armenia,2020-01-31,0,0,0
Armenia,2020-02-01,0,0,0
Armenia,2020-02-02,0,0,0
Armenia,2020-02-03,0,0,0
Armenia,2020-02-04,0,0,0
Armenia,2020-02-05,0,0,0
Armenia,2020-02-06,0,0,0
Armenia,2020-02-07,0,0,0
Armenia,2020-02-08,0,0,0
Armenia,2020-02-09,0,0,0
Armenia,2020-02-10,0,0,0
Armenia,2020-02-11,0,0,0
Armenia,2020-02-12,0,0,0
Armenia,2020-02-13,0,0,0
Armenia,2020-02-14,0,0,0
Armenia,2020-02-15,0,0,0
Armenia,2020-02-16,0,0,0
Armenia,2020-02-17,0,0,0
Armenia,2020-02-18,0,0,0
Armenia,2020-02-19,0,0,0
Armenia,2020-02-20,0,0,0
Armenia,2020-02-21,0,0,0
Armenia,2020-02-22,0,0,0
Armenia,2020-02-23,0,0,0
Armenia,2020-02-24,0,0,0
Armenia,2020-02-25,0,0,0
Armenia,2020-02-26,0,0,0
Armenia,2020-02-27,0,0,0
Armenia,2020-02-28,0,0,0
Armenia,2020-02-29,0,0,0
Armenia,2020-03-01,1,0,0
Armenia,2020-03-02,1,0,0
Armenia,2020-03-03,1,0,0
Armenia,2020-03-04,1,0,0
Armenia,2020-03-05,1,0,0
Armenia,2020-03-06,1,0,0
Armenia,2020-03-07,1,0,0
Armenia,2020-03-08,1,0,0
Armenia,2020-03-09,1,0,0
Armenia,2020-03-10,1,0,0
Armenia,2020-03-11,1,0,0
Armenia,2020-03-12,4,0,0
Armenia,2020-03-13,8,0,0
Armenia,2020-03-14,18,0,0
Armenia,2020-03-15,26,0,0
Armenia,2020-03-16,52,0,0
Armenia,2020-03-17,78,0,1
Armenia,2020-03-18,84,0,1
Armenia,2020-03-19,115,0,1
Armenia,2020-03-20,136,0,1
Armenia,2020-03-21,160,0,1
Armenia,2020-03-22,194,0,2
Armenia,2020-03-23,235,0,2
Armenia,2020-03-24,249,0,14
Armenia,2020-03-25,265,0,16
Armenia,2020-03-26,290,1,18
Armenia,2020-03-27,329,1,28
Armenia,2020-03-28,407,1,30
Australia,2020-01-22,0,0,0
Australia,2020-01-23,0,0,0
Australia,2020-01-24,0,0,0
Australia,2020-01-25,0,0,0
Australia,2020-01-26,4,0,0
Australia,2020-01-27,5,0,0
Australia,2020-01-28,5,0,0
Australia,2020-01-29,6,0,0
Australia,2020-01-30,9,0,2
Australia,2020-01-31,9,0,2
Australia,2020-02-01,12,0,2
Australia,2020-02-02,12,0,2
Australia,2020-02-03,12,0,2
Australia,2020-02-04,13,0,2
Australia,2020-02-05,13,0,2
Australia,2020-02-06,14,0,2
Australia,2020-02-07,15,0,2
Australia,2020-02-08,15,0,2
Australia,2020-02-09,15,0,2
Australia,2020-02-10,15,0,2
Australia,2020-02-11,15,0,2
Australia,2020-02-12,15,0,2
Australia,2020-02-13,15,0,8
Australia,2020-02-14,15,0,8
Australia,2020-02-15,15,0,8
Australia,2020-02-16,15,0,8
Australia,2020-02-17,15,0,10
Australia,2020-02-18,15,0,10
Australia,2020-02-19,15,0,10
Australia,2020-02-20,15,0,10
Australia,2020-02-21,15,0,11
Australia,2020-02-22,15,0,11
Australia,2020-02-23,15,0,11
Australia,2020-02-24,15,0,11
Australia,2020-02-25,15,0,11
Australia,2020-02-26,15,0,11
Australia,2020-02-27,15,0,11
Australia,2020-02-28,15,0,11
Australia,2020-02-29,25,0,11
Australia,2020-03-01,27,1,11
Australia,2020-03-02,30,1,11
Australia,2020-03-03,39,1,11
Australia,2020-03-04,52,2,11
Australia,2020-03-05,55,2,21
Australia,2020-03-06,60,2,21
Australia,2020-03-07,63,2,21
Australia,2020-03-08,76,3,21
Australia,2020-03-09,91,3,21
Australia,2020-03-10,107,3,21
Australia,2020-03-11,128,3,21
Australia,2020-03-12,128,3,21
Australia,2020-03-13,200,3,23
Australia,2020-03-14,250,3,23
Australia,2020-03-15,297,3,23
Australia,2020-03-16,377,3,23
Australia,2020-03-17,452,5,23
Australia,2020-03-18,568,6,23
Australia,2020-03-19,681,6,26
Australia,2020-03-20,791,7,26
Australia,2020-03-21,1071,7,26
Australia,2020-03-22,1549,7,88
Australia,2020-03-23,1682,7,88
Australia,2020-03-24,2044,8,115
Australia,2020-03-25,2364,8,119
Australia,2020-03-26,2810,13,172
Australia,2020-03-27,3143,13,194
Australia,2020-03-28,3640,14,244
Austria,2020-01-22,0,0,0
Austria,2020-01-23,0,0,0
Austria,2020-01-24,0,0,0
Austria,2020-01-25,0,0,0
Austria,2020-01-26,0,0,0
Austria,2020-01-27,0,0,0
Austria,2020-01-28,0,0,0
Austria,2020-01-29,0,0,0
Austria,2020-01-30,0,0,0
Austria,2020-01-31,0,0,0
Austria,2020-02-01,0,0,0
Austria,2020-02-02,0,0,0
Austria,2020-02-03,0,0,0
Austria,2020-02-04,0,0,0
Austria,2020-02-05,0,0,0
Austria,2020-02-06,0,0,0
Austria,2020-02-07,0,0,0
Austria,2020-02-08,0,0,0
Austria,2020-02-09,0,0,0
Austria,2020-02-10,0,0,0
Austria,2020-02-11,0,0,0
Austria,2020-02-12,0,0,0
Austria,2020-02-13,0,0,0
Austria,2020-02-14,0,0,0
Austria,2020-02-15,0,0,0
Austria,2020-02-16,0,0,0
Austria,2020-02-17,0,0,0
Austria,2020-02-18,0,0,0
Austria,2020-02-19,0,0,0
Austria,2020-02-20,0,0,0
Austria,2020-02-21,0,0,0
Austria,2020-02-22,0,0,0
Austria,2020-02-23,0,0,0
Austria,2020-02-24,0,0,0
Austria,2020-02-25,2,0,0
Austria,2020-02-26,2,0,0
Austria,2020-02-27,3,0,0
Austria,2020-02-28,3,0,0
Austria,2020-02-29,9,0,0
Austria,2020-03-01,14,0,0
Austria,2020-03-02,18,0,0
Austria,2020-03-03,21,0,0
Austria,2020-03-04,29,0,0
Austria,2020-03-05,41,0,0
Austria,2020-03-06,55,0,0
Austria,2020-03-07,79,0,0
Austria,2020-03-08,104,0,0
Austria,2020-03-09,131,0,2
Austria,2020-03-10,182,0,4
Austria,2020-03-11,246,0,4
Austria,2020-03-12,302,1,4
Austria,2020-03-13,504,1,6
Austria,2020-03-14,655,1,6
Austria,2020-03-15,860,1,6
Austria,2020-03-16,1018,3,6
Austria,2020-03-17,1332,3,1
Austria,2020-03-18,1646,4,9
Austria,2020-03-19,2013,6,9
Austria,2020-03-20,2388,6,9
Austria,2020-03-21,2814,8,9
Austria,2020-03-22,3582,16,9
Austria,2020-03-23,4474,21,9
Austria,2020-03-24,5283,28,9
Austria,2020-03-25,5588,30,9
Austria,2020-03-26,6909,49,112
Austria,2020-03-27,7657,58,225
Austria,2020-03-28,8271,68,225
Azerbaijan,2020-01-22,0,0,0
Azerbaijan,2020-01-23,0,0,0
Azerbaijan,2020-01-24,0,0,0
Azerbaijan,2020-01-25,0,0,0
Azerbaijan,2020-01-26,0,0,0
Azerbaijan,2020-01-27,0,0,0
Azerbaijan,2020-01-28,0,0,0
Azerbaijan,2020-01-29,0,0,0
Azerbaijan,2020-01-30,0,0,0
Azerbaijan,2020-01-31,0,0,0
Azerbaijan,2020-02-01,0,0,0
Azerbaijan,2020-02-02,0,0,0
Azerbaijan,2020-02-03,0,0,0
Azerbaijan,2020-02-04,0,0,0
Azerbaijan,2020-02-05,0,0,0
Azerbaijan,2020-02-06,0,0,0
Azerbaijan,2020-02-07,0,0,0
Azerbaijan,2020-02-08,0,0,0
Azerbaijan,2020-02-09,0,0,0
Azerbaijan,2020-02-10,0,0,0
Azerbaijan,2020-02-11,0,0,0
Azerbaijan,2020-02-12,0,0,0
Azerbaijan,2020-02-13,0,0,0
Azerbaijan,2020-02-14,0,0,0
Azerbaijan,2020-02-15,0,0,0
Azerbaijan,2020-02-16,0,0,0
Azerbaijan,2020-02-17,0,0,0
Azerbaijan,2020-02-18,0,0,0
Azerbaijan,2020-02-19,0,0,0
Azerbaijan,2020-02-20,0,0,0
Azerbaijan,2020-02-21,0,0,0
Azerbaijan,2020-02-22,0,0,0
Azerbaijan,2020-02-23,0,0,0
Azerbaijan,2020-02-24,0,0,0
Azerbaijan,2020-02-25,0,0,0
Azerbaijan,2020-02-26,0,0,0
Azerbaijan,2020-02-27,0,0,0
Azerbaijan,2020-02-28,0,0,0
Azerbaijan,2020-02-29,0,0,0
Azerbaijan,2020-03-01,3,0,0
Azerbaijan,2020-03-02,3,0,0
Azerbaijan,2020-03-03,3,0,0
Azerbaijan,2020-03-04,3,0,0
Azerbaijan,2020-03-05,6,0,0
Azerbaijan,2020-03-06,6,0,0
Azerbaijan,2020-03-07,9,0,0
Azerbaijan,2020-03-08,9,0,0
Azerbaijan,2020-03-09,9,0,0
Azerbaijan,2020-03-10,11,0,0
Azerbaijan,2020-03-11,11,0,3
Azerbaijan,2020-03-12,11,0,3
Azerbaijan,2020-03-13,15,1,3
Azerbaijan,2020-03-14,15,1,3
Azerbaijan,2020-03-15,23,1,6
Azerbaijan,2020-03-16,28,1,6
Azerbaijan,2020-03-17,28,1,6
Azerbaijan,2020-03-18,28,1,6
Azerbaijan,2020-03-19,44,1,6
Azerbaijan,2020-03-20,44,1,6
Azerbaijan,2020-03-21,53,1,11
Azerbaijan,2020-03-22,65,1,10
Azerbaijan,2020-03-23,72,1,10
Azerbaijan,2020-03-24,87,1,10
Azerbaijan,2020-03-25,93,2,10
Azerbaijan,2020-03-26,122,3,15
Azerbaijan,2020-03-27,165,3,15
Azerbaijan,2020-03-28,182,4,15
Bahamas,2020-01-22,0,0,0
Bahamas,2020-01-23,0,0,0
Bahamas,2020-01-24,0,0,0
Bahamas,2020-01-25,0,0,0
Bahamas,2020-01-26,0,0,0
Bahamas,2020-01-27,0,0,0
Bahamas,2020-01-28,0,0,0
Bahamas,2020-01-29,0,0,0
Bahamas,2020-01-30,0,0,0
Bahamas,2020-01-31,0,0,0
Bahamas,2020-02-01,0,0,0
